N	depth	rgb	gt
1590	1311878271.007607	1311878270.071394	1311878271.007800
1591	1311878271.076375	1311878270.110322	1311878271.077300
1592	1311878271.144166	1311878270.174376	1311878271.143800
1593	1311878271.181671	1311878270.207205	1311878271.180500
1594	1311878271.242485	1311878270.242242	1311878271.243900
1595	1311878271.276333	1311878270.275808	1311878271.277200
1596	1311878271.307857	1311878270.340477	1311878271.307300
1597	1311878271.375783	1311878270.408461	1311878271.377300
1598	1311878271.448361	1311878270.476869	1311878271.447200
1599	1311878271.510828	1311878270.542485	1311878271.513800
1600	1311878271.546679	1311878270.611594	1311878271.547300
1601	1311878271.646514	1311878270.678380	1311878271.647300
1602	1311878271.678443	1311878270.740401	1311878271.677400
1603	1311878271.713641	1311878270.776096	1311878271.713900
1604	1311878271.778689	1311878270.842437	1311878271.777200
1605	1311878271.808714	1311878270.911685	1311878271.807300
1606	1311878271.847691	1311878270.978672	1311878271.847300
1607	1311878271.908270	1311878271.042176	1311878271.907200
1608	1311878271.943765	1311878271.076363	1311878271.943800
1609	1311878272.007507	1311878271.143345	1311878272.007300
1610	1311878272.075764	1311878271.176687	1311878272.074100
1611	1311878272.178712	1311878271.242139	1311878272.177200
1612	1311878272.246765	1311878271.275388	1311878272.247500
1613	1311878272.276742	1311878271.342584	1311878272.277500
1614	1311878272.343890	1311878271.375754	1311878272.343900
1615	1311878272.378362	1311878271.441840	1311878272.377100
1616	1311878272.446574	1311878271.510819	1311878272.447200
1617	1311878272.547848	1311878271.577428	1311878272.547200
1618	1311878272.610435	1311878271.646089	1311878272.610600
1619	1311878272.675888	1311878271.675792	1311878272.677400
1620	1311878272.744123	1311878271.707196	1311878272.743900
1621	1311878272.779072	1311878271.778153	1311878272.774000
1622	1311878272.850832	1311878271.808704	1311878272.850700
1623	1311878272.888691	1311878271.878145	1311878272.884000
1624	1311878272.919118	1311878271.908573	1311878272.920700
1625	1311878272.958241	1311878271.978509	1311878272.957200
1626	1311878272.986562	1311878272.049095	1311878272.987100
1627	1311878273.018974	1311878272.110886	1311878273.020500
1628	1311878273.057093	1311878272.178691	1311878273.054100
1629	1311878273.078127	1311878272.246742	1311878273.083900
1630	1311878273.115479	1311878272.311698	1311878273.117100
1631	1311878273.156872	1311878272.343739	1311878273.153900
1632	1311878273.186305	1311878272.411176	1311878273.187300
1633	1311878273.218256	1311878272.478979	1311878273.217600
1634	1311878273.275520	1311878272.547149	1311878273.283800
1635	1311878273.314996	1311878272.610416	1311878273.310600
1636	1311878273.379082	1311878272.644994	1311878273.380600
1637	1311878273.515647	1311878272.714738	1311878273.513900
1638	1311878273.578778	1311878272.814617	1311878273.560500
1639	1311878273.615214	1311878272.850796	1311878273.613900
1640	1311878273.678828	1311878272.888507	1311878273.680700
1641	1311878273.778648	1311878272.919011	1311878273.777000
1642	1311878273.816268	1311878272.958230	1311878273.820600
1643	1311878273.843977	1311878272.986423	1311878273.844000
1644	1311878273.877827	1311878273.018734	1311878273.877200
1645	1311878273.983165	1311878273.054557	1311878273.983700
1646	1311878274.083571	1311878273.114413	1311878274.083900
1647	1311878274.183345	1311878273.156833	1311878274.174000
1648	1311878274.247195	1311878273.186222	1311878274.240500
1649	1311878274.279416	1311878273.218215	1311878274.280400
1650	1311878274.313841	1311878273.275331	1311878274.320400
1651	1311878274.343492	1311878273.314848	1311878274.343800
1652	1311878274.413001	1311878273.415497	1311878274.413800
1653	1311878274.515403	1311878273.515620	1311878274.513800
1654	1311878274.584234	1311878273.615205	1311878274.587200
1655	1311878274.611422	1311878273.715375	1311878274.610600
1656	1311878274.645289	1311878273.778876	1311878274.643800
1657	1311878274.747208	1311878273.812310	1311878274.747200
1658	1311878274.846533	1311878273.843966	1311878274.847100
1659	1311878274.914833	1311878273.914495	1311878274.913700
1660	1311878274.943327	1311878274.015073	1311878274.930300
1661	1311878274.983597	1311878274.115000	1311878274.980500
1662	1311878275.047360	1311878274.183331	1311878275.050400
1663	1311878275.080783	1311878274.247474	1311878275.080500
1664	1311878275.151826	1311878274.279405	1311878275.150400
1665	1311878275.179637	1311878274.313825	1311878275.180700
1666	1311878275.283235	1311878274.382974	1311878275.283900
1667	1311878275.349787	1311878274.447094	1311878275.357100
1668	1311878275.383883	1311878274.515155	1311878275.387000
1669	1311878275.451061	1311878274.583648	1311878275.450400
1670	1311878275.479428	1311878274.611414	1311878275.497000
1671	1311878275.515274	1311878274.683432	1311878275.497000
1672	1311878275.582117	1311878274.783226	1311878275.580500
1673	1311878275.617161	1311878274.846523	1311878275.617100
1674	1311878275.647690	1311878274.914645	1311878275.643800
1675	1311878275.711353	1311878274.983578	1311878275.713900
1676	1311878275.787064	1311878275.047344	1311878275.770400
1677	1311878275.851073	1311878275.080128	1311878275.853700
1678	1311878275.912328	1311878275.151796	1311878275.910500
1679	1311878275.947717	1311878275.215399	1311878275.939500
1680	1311878276.050626	1311878275.315178	1311878276.053800
1681	1311878276.112211	1311878275.383402	1311878276.067100
1682	1311878276.157710	1311878275.451000	1311878276.160300
1683	1311878276.214967	1311878275.515257	1311878276.217000
1684	1311878276.280166	1311878275.582101	1311878276.290400
1685	1311878276.315174	1311878275.611372	1311878276.310400
1686	1311878276.350024	1311878275.682667	1311878276.350400
1687	1311878276.419839	1311878275.711524	1311878276.417000
1688	1311878276.483287	1311878275.783458	1311878276.483700
1689	1311878276.551244	1311878275.882552	1311878276.550500
1690	1311878276.682951	1311878275.912322	1311878276.693800
1691	1311878276.715184	1311878275.982447	1311878276.717200
1692	1311878276.818648	1311878276.055714	1311878276.810300
1693	1311878276.882255	1311878276.086121	1311878276.873800
1694	1311878276.950652	1311878276.114908	1311878276.950500
1695	1311878276.979752	1311878276.157697	1311878276.957200
1696	1311878277.083450	1311878276.186849	1311878277.097100
1697	1311878277.150964	1311878276.216546	1311878277.100500
1698	1311878277.179519	1311878276.257435	1311878277.227000
1699	1311878277.218827	1311878276.314701	1311878277.227000
1700	1311878277.279438	1311878276.419124	1311878277.273700
1701	1311878277.350819	1311878276.518866	1311878277.353700
1702	1311878277.418453	1311878276.583012	1311878277.353700
1703	1311878277.480409	1311878276.682918	1311878277.510500
1704	1311878277.582289	1311878276.750608	1311878277.627100
1705	1311878277.686277	1311878276.851007	1311878277.627100
1706	1311878277.750543	1311878276.918699	1311878277.863600
1707	1311878277.816005	1311878276.950511	1311878277.863600
1708	1311878277.951129	1311878277.018334	1311878277.943800
1709	1311878278.019101	1311878277.047227	1311878278.023600
1710	1311878278.047888	1311878277.083427	1311878278.030300
1711	1311878278.086258	1311878277.150948	1311878278.117100
1712	1311878278.148366	1311878277.250997	1311878278.120500
1713	1311878278.218698	1311878277.279397	1311878278.120500
1714	1311878278.247041	1311878277.350805	1311878278.120500
1715	1311878278.318863	1311878277.450616	1311878278.383500
1716	1311878278.348064	1311878277.518843	1311878278.383500
1717	1311878278.450482	1311878277.582271	1311878278.477000
1718	1311878278.551503	1311878277.686253	1311878278.523700
1719	1311878278.618445	1311878277.719246	1311878278.647100
1720	1311878278.648750	1311878277.786838	1311878278.650400
1721	1311878278.717185	1311878277.850782	1311878278.773900
1722	1311878278.749304	1311878277.951097	1311878278.773900
1723	1311878278.816685	1311878278.019085	1311878278.783900
1724	1311878278.886218	1311878278.047881	1311878278.783900
1725	1311878278.986479	1311878278.118518	1311878278.783900
1726	1311878279.015679	1311878278.185998	1311878278.783900
1727	1311878279.086805	1311878278.215516	1311878278.783900
1728	1311878279.153692	1311878278.247035	1311878278.783900
1729	1311878279.218964	1311878278.318453	1311878278.783900
1730	1311878279.288992	1311878278.386131	1311878278.783900
1731	1311878279.315108	1311878278.486726	1311878278.783900
1732	1311878279.417710	1311878278.551483	1311878279.857000
1733	1311878279.485631	1311878278.618374	1311878279.857000
1734	1311878279.554259	1311878278.648743	1311878279.857000
1735	1311878279.585288	1311878278.717172	1311878279.857000
1736	1311878279.651277	1311878278.756256	1311878279.857000
1737	1311878279.717876	1311878278.852954	1311878279.857000
1738	1311878279.783608	1311878278.916633	1311878279.857000
1739	1311878279.851177	1311878278.987012	1311878279.857000
1740	1311878279.950523	1311878279.015577	1311878279.890400
1741	1311878279.985305	1311878279.086793	1311878280.046900
1742	1311878280.051196	1311878279.185127	1311878280.050200
1743	1311878280.085507	1311878279.252918	1311878280.050200
1744	1311878280.153296	1311878279.315023	1311878280.140300
1745	1311878280.220827	1311878279.351101	1311878280.210600
1746	1311878280.320615	1311878279.418428	1311878280.273700
1747	1311878280.421594	1311878279.485606	1311878280.400400
1748	1311878280.453663	1311878279.553884	1311878280.400400
1749	1311878280.519215	1311878279.614742	1311878280.510600
1750	1311878280.553511	1311878279.651551	1311878280.510600
1751	1311878280.583834	1311878279.753810	1311878280.510600
1752	1311878280.688010	1311878279.817385	1311878280.770400
1753	1311878280.784891	1311878279.885498	1311878280.787100
1754	1311878280.818390	1311878279.985296	1311878280.830200
1755	1311878280.851372	1311878280.051187	1311878280.850300
1756	1311878280.882359	1311878280.120836	1311878280.893500
1757	1311878280.985033	1311878280.183620	1311878281.013400
1758	1311878281.084765	1311878280.252779	1311878281.066900
1759	1311878281.118314	1311878280.352964	1311878281.146800
1760	1311878281.220420	1311878280.421579	1311878281.223600
1761	1311878281.284677	1311878280.483572	1311878281.283700
1762	1311878281.318129	1311878280.519116	1311878281.330200
1763	1311878281.389076	1311878280.553425	1311878281.417200
1764	1311878281.452029	1311878280.619512	1311878281.453500
1765	1311878281.552251	1311878280.719828	1311878281.560200
1766	1311878281.586160	1311878280.784869	1311878281.576800
1767	1311878281.652995	1311878280.818375	1311878281.646900
1768	1311878281.720724	1311878280.851350	1311878281.720100
1769	1311878281.787897	1311878280.922035	1311878281.786900
1770	1311878281.851081	1311878281.025182	1311878281.850200
1771	1311878281.918484	1311878281.084744	1311878281.920300
1772	1311878281.991045	1311878281.152582	1311878281.990100
1773	1311878282.051457	1311878281.252702	1311878282.050100
1774	1311878282.121295	1311878281.284583	1311878282.140200
1775	1311878282.189177	1311878281.388706	1311878282.190300
1776	1311878282.252816	1311878281.452015	1311878282.226800
1777	1311878282.321555	1311878281.552068	1311878282.320200
1778	1311878282.387729	1311878281.586152	1311878282.383700
1779	1311878282.488765	1311878281.652942	1311878282.493400
1780	1311878282.586595	1311878281.720608	1311878282.586900
1781	1311878282.618932	1311878281.787886	1311878282.620200
1782	1311878282.688056	1311878281.851260	1311878282.687000
1783	1311878282.787550	1311878281.918461	1311878282.783500
1784	1311878282.856479	1311878281.989150	1311878282.856900
1785	1311878282.921591	1311878282.050719	1311878282.920100
1786	1311878282.954454	1311878282.121005	1311878282.953600
1787	1311878283.057384	1311878282.189140	1311878283.056700
1788	1311878283.087852	1311878282.252802	1311878283.088200
1789	1311878283.156572	1311878282.321529	1311878283.156800
1790	1311878283.221409	1311878282.418989	1311878283.220200
1791	1311878283.289714	1311878282.488734	1311878283.290300
1792	1311878283.357118	1311878282.586568	1311878283.356800
1793	1311878283.387557	1311878282.656074	1311878283.386900
1794	1311878283.455028	1311878282.721241	1311878283.456600
1795	1311878283.486566	1311878282.787543	1311878283.487000
1796	1311878283.556670	1311878282.856240	1311878283.556800
1797	1311878283.621937	1311878282.921583	1311878283.623500
1798	1311878283.655643	1311878282.988167	1311878283.656800
1799	1311878283.757258	1311878283.057576	1311878283.757000
1800	1311878283.825035	1311878283.119214	1311878283.823500
1801	1311878283.889962	1311878283.156554	1311878283.890300
1802	1311878283.957237	1311878283.221396	1311878283.956700
1803	1311878283.988052	1311878283.286723	1311878283.986700
1804	1311878284.024979	1311878283.356344	1311878284.023300
1805	1311878284.087877	1311878283.387486	1311878284.086900
1806	1311878284.157021	1311878283.455020	1311878284.156800
1807	1311878284.225515	1311878283.486506	1311878284.227000
1808	1311878284.291168	1311878283.556657	1311878284.290000
1809	1311878284.357009	1311878283.621903	1311878284.356900
1810	1311878284.427499	1311878283.655638	1311878284.426900
1811	1311878284.490121	1311878283.757233	1311878284.490100
1812	1311878284.557974	1311878283.825017	1311878284.556800
1813	1311878284.625238	1311878283.889773	1311878284.626800
1814	1311878284.689325	1311878283.957199	1311878284.690200
1815	1311878284.761205	1311878283.988004	1311878284.760100
1816	1311878284.825575	1311878284.025560	1311878284.826800
1817	1311878284.855261	1311878284.087860	1311878284.856900
1818	1311878284.925523	1311878284.156957	1311878284.926600
1819	1311878284.989346	1311878284.225482	1311878284.990100
1820	1311878285.057986	1311878284.289617	1311878285.056700
1821	1311878285.090882	1311878284.356856	1311878285.090300
1822	1311878285.193856	1311878284.425753	1311878285.193500
1823	1311878285.258065	1311878284.490091	1311878285.256700
1824	1311878285.290545	1311878284.557926	1311878285.290300
1825	1311878285.357252	1311878284.625169	1311878285.356800
1826	1311878285.390707	1311878284.689302	1311878285.390200
1827	1311878285.425175	1311878284.757190	1311878285.426800
1828	1311878285.493531	1311878284.825313	1311878285.493400
1829	1311878285.557864	1311878284.888968	1311878285.556800
1830	1311878285.625576	1311878284.925508	1311878285.626700
1831	1311878285.692765	1311878284.989323	1311878285.693400
1832	1311878285.757996	1311878285.057810	1311878285.756800
1833	1311878285.790534	1311878285.124998	1311878285.790200
1834	1311878285.854378	1311878285.193833	1311878285.854700
1835	1311878285.924161	1311878285.257828	1311878285.923400
1836	1311878285.955919	1311878285.290542	1311878285.956700
1837	1311878285.992490	1311878285.357242	1311878285.993500
1838	1311878286.093308	1311878285.390696	1311878286.093300
1839	1311878286.157018	1311878285.425006	1311878286.156800
1840	1311878286.224583	1311878285.493505	1311878286.223400
1841	1311878286.292449	1311878285.557843	1311878286.293500
1842	1311878286.360542	1311878285.625327	1311878286.360100
1843	1311878286.424929	1311878285.692748	1311878286.423700
1844	1311878286.460373	1311878285.756852	1311878286.460000
1845	1311878286.490557	1311878285.824180	1311878286.490200
1846	1311878286.561546	1311878285.893070	1311878286.560300
1847	1311878286.591108	1311878285.924152	1311878286.590100
1848	1311878286.661569	1311878285.955882	1311878286.660100
1849	1311878286.724673	1311878286.025261	1311878286.723200
1850	1311878286.825489	1311878286.093283	1311878286.826800
1851	1311878286.863773	1311878286.156930	1311878286.863400
1852	1311878286.891468	1311878286.224371	1311878286.890100
1853	1311878286.925595	1311878286.292422	1311878286.926700
1854	1311878286.959287	1311878286.360456	1311878286.960100
1855	1311878287.062365	1311878286.424909	1311878287.063400
1856	1311878287.090805	1311878286.460321	1311878287.091400
1857	1311878287.194680	1311878286.490552	1311878287.193300
1858	1311878287.223846	1311878286.561510	1311878287.223600
1859	1311878287.325539	1311878286.591091	1311878287.326700
1860	1311878287.394210	1311878286.661532	1311878287.393300
1861	1311878287.422761	1311878286.724653	1311878287.423400
1862	1311878287.494209	1311878286.825467	1311878287.493400
1863	1311878287.561296	1311878286.863756	1311878287.560000
1864	1311878287.630505	1311878286.891456	1311878287.629900
1865	1311878287.659688	1311878286.925585	1311878287.660300
1866	1311878287.726605	1311878286.993589	1311878287.726700
1867	1311878287.793851	1311878287.062025	1311878287.793300
1868	1311878287.860963	1311878287.125231	1311878287.860100
1869	1311878287.929394	1311878287.194674	1311878287.930000
1870	1311878287.993373	1311878287.261330	1311878287.993500
1871	1311878288.061197	1311878287.325370	1311878288.060000
1872	1311878288.129683	1311878287.394185	1311878288.129900
1873	1311878288.158433	1311878287.422752	1311878288.160100
1874	1311878288.261795	1311878287.494184	1311878288.263400
1875	1311878288.329900	1311878287.561274	1311878288.329900
1876	1311878288.393493	1311878287.630426	1311878288.393300
1877	1311878288.427588	1311878287.693563	1311878288.426700
1878	1311878288.529338	1311878287.726602	1311878288.529800
1879	1311878288.594643	1311878287.793780	1311878288.593400
1880	1311878288.627851	1311878287.860875	1311878288.626700
1881	1311878288.659484	1311878287.929376	1311878288.659900
1882	1311878288.730833	1311878287.993358	1311878288.730100
1883	1311878288.797531	1311878288.061077	1311878288.796800
1884	1311878288.827730	1311878288.129642	1311878288.826700
1885	1311878288.937167	1311878288.193907	1311878288.936700
1886	1311878288.999267	1311878288.261589	1311878289.000000
1887	1311878289.027453	1311878288.329883	1311878289.026600
1888	1311878289.094771	1311878288.393478	1311878289.093300
1889	1311878289.197603	1311878288.461426	1311878289.196600
1890	1311878289.227492	1311878288.529288	1311878289.226700
1891	1311878289.296547	1311878288.594631	1311878289.296600
1892	1311878289.365333	1311878288.627841	1311878289.366700
1893	1311878289.428291	1311878288.659455	1311878289.429900
1894	1311878289.494561	1311878288.730145	1311878289.493200
1895	1311878289.561442	1311878288.797511	1311878289.560000
1896	1311878289.629629	1311878288.860304	1311878289.630000
1897	1311878289.696038	1311878288.929588	1311878289.696800
1898	1311878289.761966	1311878288.997391	1311878289.763200
1899	1311878289.828627	1311878289.062115	1311878289.829900
1900	1311878289.894665	1311878289.129342	1311878289.893400
1901	1311878289.964974	1311878289.197588	1311878289.966600
1902	1311878290.028505	1311878289.227197	1311878290.029800
1903	1311878290.097617	1311878289.296528	1311878290.096500
1904	1311878290.127214	1311878289.361442	1311878290.126800
1905	1311878290.196604	1311878289.428138	1311878290.196600
1906	1311878290.265889	1311878289.494553	1311878290.266400
1907	1311878290.329386	1311878289.561421	1311878290.330100
1908	1311878290.397012	1311878289.566952	1311878290.396500
1909	1311878290.465090	1311878289.629617	1311878290.466600
1910	1311878290.529768	1311878289.696003	1311878290.530000
1911	1311878290.596068	1311878289.761657	1311878290.596500
1912	1311878290.664787	1311878289.828600	1311878290.663300
1913	1311878290.728371	1311878289.894643	1311878290.729900
1914	1311878290.827035	1311878289.964930	1311878290.826700
1915	1311878290.862787	1311878290.028494	1311878290.863200
1916	1311878290.928276	1311878290.097607	1311878290.929800
1917	1311878290.997708	1311878290.127157	1311878290.996500
1918	1311878291.026301	1311878290.196585	1311878291.026600
1919	1311878291.127720	1311878290.265774	1311878291.126600
1920	1311878291.167049	1311878290.329363	1311878291.166800
1921	1311878291.230860	1311878290.396668	1311878291.229900
1922	1311878291.264453	1311878290.465070	1311878291.263300
1923	1311878291.330698	1311878290.529509	1311878291.329900
1924	1311878291.397031	1311878290.595937	1311878291.396500
1925	1311878291.430932	1311878290.664387	1311878291.429900
1926	1311878291.533209	1311878290.695384	1311878291.533300
1927	1311878291.562670	1311878290.764616	1311878291.563100
1928	1311878291.633075	1311878290.827014	1311878291.633200
1929	1311878291.695616	1311878290.862781	1311878291.696500
1930	1311878291.732011	1311878290.928118	1311878291.733300
1931	1311878291.832730	1311878290.997398	1311878291.833200
1932	1311878291.862641	1311878291.067021	1311878291.863300
1933	1311878291.930361	1311878291.127700	1311878291.929800
1934	1311878292.033511	1311878291.165159	1311878292.033200
1935	1311878292.097167	1311878291.230846	1311878292.096500
1936	1311878292.131775	1311878291.296687	1311878292.133000
1937	1311878292.197055	1311878291.330685	1311878292.196600
1938	1311878292.265629	1311878291.396978	1311878292.266600
1939	1311878292.333556	1311878291.465116	1311878292.333100
1940	1311878292.362556	1311878291.533151	1311878292.363100
1941	1311878292.430379	1311878291.562659	1311878292.429900
1942	1311878292.462572	1311878291.632926	1311878292.463100
1943	1311878292.563181	1311878291.695498	1311878292.563200
1944	1311878292.632149	1311878291.765070	1311878292.633200
1945	1311878292.662916	1311878291.832686	1311878292.663200
1946	1311878292.698649	1311878291.897187	1311878292.699900
1947	1311878292.730325	1311878291.965553	1311878292.729700
1948	1311878292.798573	1311878292.033479	1311878292.799900
1949	1311878292.863113	1311878292.095668	1311878292.863300
1950	1311878292.932345	1311878292.131768	1311878292.933200
1951	1311878292.963701	1311878292.197046	1311878292.963400
1952	1311878293.065145	1311878292.265473	1311878293.066600
1953	1311878293.099844	1311878292.333530	1311878293.099900
1954	1311878293.130440	1311878292.396497	1311878293.129900
1955	1311878293.231982	1311878292.430339	1311878293.233300
1956	1311878293.263668	1311878292.500561	1311878293.263200
1957	1311878293.330367	1311878292.563094	1311878293.329800
1958	1311878293.399189	1311878292.630298	1311878293.399700
1959	1311878293.463675	1311878292.662890	1311878293.463300
1960	1311878293.532583	1311878292.698624	1311878293.533200
1961	1311878293.602042	1311878292.765065	1311878293.603100
1962	1311878293.701030	1311878292.833683	1311878293.699600
1963	1311878293.769308	1311878292.863096	1311878293.769800
1964	1311878293.833043	1311878292.932322	1311878293.833000
1965	1311878293.900836	1311878293.001501	1311878293.899600
1966	1311878293.969133	1311878293.062714	1311878293.969900
1967	1311878293.999295	1311878293.099810	1311878293.999700
1968	1311878294.101446	1311878293.163528	1311878294.100000
1969	1311878294.132714	1311878293.231964	1311878294.133100
1970	1311878294.201678	1311878293.300304	1311878294.203100
1971	1311878294.230763	1311878293.362700	1311878294.229900
1972	1311878294.333742	1311878293.398262	1311878294.333100
1973	1311878294.401807	1311878293.463669	1311878294.402900
1974	1311878294.469781	1311878293.532381	1311878294.469800
1975	1311878294.500440	1311878293.562699	1311878294.499900
1976	1311878294.567058	1311878293.633311	1311878294.566500
1977	1311878294.601727	1311878293.666400	1311878294.603100
1978	1311878294.631259	1311878293.738573	1311878294.630000
1979	1311878294.698537	1311878293.769289	1311878294.699800
1980	1311878294.769523	1311878293.833032	1311878294.769600
1981	1311878294.801005	1311878293.900823	1311878294.800000
1982	1311878294.832002	1311878293.969107	1311878294.833100
1983	1311878294.867999	1311878294.033342	1311878294.866800
1984	1311878294.937482	1311878294.101424	1311878294.936500
1985	1311878294.966828	1311878294.169226	1311878294.966700
1986	1311878295.069631	1311878294.201669	1311878295.069800
1987	1311878295.137744	1311878294.269633	1311878295.136200
1988	1311878295.166681	1311878294.333715	1311878295.166400
1989	1311878295.234915	1311878294.401796	1311878295.236200
1990	1311878295.299089	1311878294.469759	1311878295.299700
1991	1311878295.367019	1311878294.533766	1311878295.366400
1992	1311878295.399580	1311878294.601718	1311878295.399900
1993	1311878295.470133	1311878294.669178	1311878295.469600
1994	1311878295.537883	1311878294.698527	1311878295.536500
1995	1311878295.600065	1311878294.769512	1311878295.599800
1996	1311878295.635919	1311878294.831942	1311878295.636500
1997	1311878295.667037	1311878294.867991	1311878295.666400
1998	1311878295.738571	1311878294.937458	1311878295.739700
1999	1311878295.802193	1311878295.001851	1311878295.802900
2000	1311878295.835153	1311878295.069632	1311878295.836400
2001	1311878295.898638	1311878295.137723	1311878295.899800
2002	1311878296.001312	1311878295.201916	1311878296.002900
2003	1311878296.069648	1311878295.270138	1311878296.069700
2004	1311878296.137054	1311878295.337263	1311878296.136300
2005	1311878296.167780	1311878295.367011	1311878296.166300
2006	1311878296.237231	1311878295.399523	1311878296.236200
2007	1311878296.304632	1311878295.469939	1311878296.303000
2008	1311878296.334559	1311878295.537872	1311878296.333000
2009	1311878296.367708	1311878295.600053	1311878296.366200
2010	1311878296.437177	1311878295.635910	1311878296.436300
2011	1311878296.505012	1311878295.667028	1311878296.506500
2012	1311878296.568832	1311878295.738034	1311878296.569500
2013	1311878296.602546	1311878295.802139	1311878296.603100
2014	1311878296.705256	1311878295.869329	1311878296.706400
2015	1311878296.768763	1311878295.937429	1311878296.769700
2016	1311878296.836700	1311878296.001087	1311878296.836300
2017	1311878296.866419	1311878296.069526	1311878296.866400
2018	1311878296.934976	1311878296.137006	1311878296.936400
2019	1311878297.004741	1311878296.167238	1311878297.006300
2020	1311878297.104560	1311878296.237011	1311878297.103100
2021	1311878297.205239	1311878296.304608	1311878297.206300
2022	1311878297.235437	1311878296.334547	1311878297.236700
2023	1311878297.266714	1311878296.404467	1311878297.266500
2024	1311878297.337814	1311878296.468413	1311878297.336500
2025	1311878297.405406	1311878296.504688	1311878297.406200
2026	1311878297.436792	1311878296.568818	1311878297.436400
2027	1311878297.502331	1311878296.636732	1311878297.502900
2028	1311878297.604288	1311878296.705235	1311878297.602900
2029	1311878297.634723	1311878296.768708	1311878297.633300
2030	1311878297.704923	1311878296.836683	1311878297.706300
2031	1311878297.734171	1311878296.904969	1311878297.733000
2032	1311878297.804104	1311878296.934958	1311878297.803200
2033	1311878297.904267	1311878297.004725	1311878297.903000
2034	1311878297.933951	1311878297.034287	1311878297.933700
2035	1311878298.004357	1311878297.104533	1311878298.002900
2036	1311878298.072090	1311878297.205215	1311878298.072900
2037	1311878298.102436	1311878297.235426	1311878298.103000
2038	1311878298.136177	1311878297.266707	1311878298.136400
2039	1311878298.236449	1311878297.336781	1311878298.236100
2040	1311878298.304446	1311878297.404804	1311878298.302800
2041	1311878298.372269	1311878297.472381	1311878298.373000
2042	1311878298.402312	1311878297.534609	1311878298.403600
2043	1311878298.504142	1311878297.604266	1311878298.502900
2044	1311878298.534014	1311878297.672929	1311878298.533000
2045	1311878298.640488	1311878297.704850	1311878298.639500
2046	1311878298.704199	1311878297.772899	1311878298.703000
2047	1311878298.771693	1311878297.836197	1311878298.773000
2048	1311878298.838231	1311878297.904251	1311878298.839600
2049	1311878298.904136	1311878297.972319	1311878298.903100
2050	1311878298.972416	1311878298.035547	1311878298.972900
2051	1311878299.001972	1311878298.077065	1311878299.003000
2052	1311878299.104216	1311878298.102414	1311878299.102800
2053	1311878299.139374	1311878298.172472	1311878299.139400
2054	1311878299.240584	1311878298.236039	1311878299.239600
2055	1311878299.270177	1311878298.304141	1311878299.269700
2056	1311878299.338043	1311878298.372257	1311878299.339500
2057	1311878299.402809	1311878298.436045	1311878299.403000
2058	1311878299.438247	1311878298.508647	1311878299.439600
2059	1311878299.504497	1311878298.570819	1311878299.506100
2060	1311878299.604290	1311878298.640477	1311878299.602900
2061	1311878299.672033	1311878298.670438	1311878299.673000
2062	1311878299.747857	1311878298.740003	1311878299.746300
2063	1311878299.770347	1311878298.804445	1311878299.769700
2064	1311878299.872484	1311878298.872450	1311878299.872800
2065	1311878299.940547	1311878298.904099	1311878299.939500
2066	1311878299.970730	1311878298.972383	1311878299.969400
2067	1311878300.040424	1311878299.040234	1311878300.039500
2068	1311878300.069949	1311878299.104189	1311878300.069600
2069	1311878300.172733	1311878299.172400	1311878300.172700
2070	1311878300.207385	1311878299.240563	1311878300.206200
2071	1311878300.272555	1311878299.304395	1311878300.272900
2072	1311878300.306012	1311878299.372502	1311878300.306200
2073	1311878300.340951	1311878299.402798	1311878300.339600
2074	1311878300.369707	1311878299.438240	1311878300.369600
2075	1311878300.439538	1311878299.504479	1311878300.439600
2076	1311878300.509200	1311878299.604264	1311878300.509500
2077	1311878300.539358	1311878299.672021	1311878300.539500
2078	1311878300.640754	1311878299.740631	1311878300.639500
2079	1311878300.677532	1311878299.804892	1311878300.676200
2080	1311878300.708218	1311878299.872436	1311878300.709400
2081	1311878300.738383	1311878299.940522	1311878300.739400
2082	1311878300.807462	1311878299.970342	1311878300.806000
2083	1311878300.908417	1311878300.040344	1311878300.909500
2084	1311878300.971431	1311878300.108199	1311878300.972800
2085	1311878301.040773	1311878300.172676	1311878301.039700
2086	1311878301.108562	1311878300.207376	1311878301.109500
2087	1311878301.208153	1311878300.272543	1311878301.209400
2088	1311878301.238194	1311878300.305948	1311878301.239600
2089	1311878301.275499	1311878300.340933	1311878301.276100
2090	1311878301.376184	1311878300.408206	1311878301.376300
2091	1311878301.439191	1311878300.439321	1311878301.439500
2092	1311878301.474230	1311878300.508173	1311878301.472700
2093	1311878301.539140	1311878300.571249	1311878301.539400
2094	1311878301.608467	1311878300.640155	1311878301.609300
2095	1311878301.676289	1311878300.671360	1311878301.676100
2096	1311878301.776019	1311878300.708180	1311878301.776300
2097	1311878301.805594	1311878300.772384	1311878301.806400
2098	1311878301.906937	1311878300.840441	1311878301.906100
2099	1311878301.977135	1311878300.907967	1311878301.976100
2100	1311878302.040517	1311878300.937984	1311878302.039400
2101	1311878302.105812	1311878301.008411	1311878302.106100
2102	1311878302.173617	1311878301.072562	1311878302.172800
2103	1311878302.237877	1311878301.140714	1311878302.236300
2104	1311878302.308620	1311878301.208136	1311878302.309500
2105	1311878302.376253	1311878301.238186	1311878302.376200
2106	1311878302.405968	1311878301.307734	1311878302.406300
2107	1311878302.444451	1311878301.375948	1311878302.442800
